,source,z-score,pt,ref,1gram-precision,2gram-precision,3gram-precision,4gram-precision,1gram-recall,2gram-recall,3gram-recall,4gram-recall,wmdist,pt_len,ref_len
16,"According to informed sources, recently, Suning executives and Apple frequently meet, with the purpose to prepare adequate supply.",-2.69342768852826,"['据', '与', '就是', '为了', '准备', '的']","['根据', '最近', '和', '经常', '是', '准备', '的']",0.3333333333333333,0.2,0.0,0.0,0.2857142857142857,0.16666666666666666,0.0,0.0,0.8082591210344752,6,7
17,"""For the past three years, I have carried out my duties as head coach and vice president of hockey operations for the Colorado Avalanche with energy, passion and determination,"" the 50-year-old Roy said in the statement.",0.165261759126827,"['的', '在', '表示', '在', '过去', '我', '与', '的']","['的', '在', '过去', '来', '我', '已经', '完成', '了', '的', '和', '和']",0.625,0.2857142857142857,0.0,0.0,0.45454545454545453,0.2,0.0,0.0,0.6801811715738902,8,11
18,Adequate supply and a variety of concessions will alleviate the pressure of iPhone7 buying. Suning's logistics will change such good feeling into more intuitive sense of experience.,-0.204125994442432,"['的', '与', '的', '让', '不', '再', '而', '的', '更', '是', '会', '把', '这种', '变成', '更', '的']","['的', '和', '各种', '将', '的', '的', '将', '会', '更加', '的']",0.3125,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.8156216255849007,16,10
19,"While Biles insisted she's never looked ahead during her long run at the top, that's not exactly true.",-2.001809273773,"['尽管', '自己', '在', '的', '并没有', '但', '不', '完全', '是', '这样', '的']","['虽然', '坚持', '她', '在', '的', '没有', '看', '过', '是', '真正', '的']",0.36363636363636365,0.1,0.0,0.0,0.36363636363636365,0.1,0.0,0.0,0.680553906993842,11,11
20,Woman run over on Swiss motorway in apparent suicide,-2.22863797881706,"['一', '在', '上', '并', '被']","['在', '上']",0.4,0.25,0.0,0.0,1.0,1.0,0.0,0.0,0.7889993975245356,5,2
21,"Although Russia and the West did not reach an agreement on the cooperation against the extremist forces of Syria, Russia would strengthen cooperation with Syria, Iran and Iraq in this regard.",0.534124913662968,"['虽然', '与', '没有', '在', '共同', '方面', '但', '会', '在', '此', '方面', '加强', '与', '等', '方面', '的']","['尽管', '和', '没有', '就', '的', '但', '将', '在', '这', '方面', '加强', '与', '和', '的']",0.4375,0.13333333333333333,0.07142857142857142,0.0,0.5,0.15384615384615385,0.08333333333333333,0.0,0.6227675267672097,16,14
22,"Greenland sharks are also known as small head sleeping sharks, widely distributed in Greenland and the North Atlantic waters around Iceland. It has the length of 4 to 5 meters in their adult age.",-0.3419250783603669,"['又', '广泛', '于', '与', '周围', '的', '其', '在', '成年', '所', '达到', '的', '为', '4', '至', '5']","['也', '被', '小', '在', '和', '周围', '的', '广泛', '其', '成年', '在', '4', '到', '5']",0.5,0.06666666666666667,0.0,0.0,0.5714285714285714,0.07692307692307693,0.0,0.0,0.6023637324369903,16,14
23,"No matter when the 2017-18 season kicks off, James is within the contract.",0.481084201943725,"['无论', '从', '什么', '时候', '开始', '都', '是', '在', '的']","['无论', '在', '后', '都', '在']",0.3333333333333333,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.8322095982159584,9,5
24,"Zhushuihe Channel Upgrade Renovation Project is the first project adopting the mode of ""government + market"" for the infrastructure construction of river and ports within Shandong province. The government accounts for the major part of investment while social fund supplements the funding gap.",0.30358544207788,"['是', '个', '的', '的']","['是', '个', '在', '和', '的', '为', '主要', '部分', '而', '则', '了']",0.75,0.3333333333333333,0.0,0.0,0.2727272727272727,0.1,0.0,0.0,0.9120733621921289,4,11
25,"China's capacity utilization in recent years is higher than the global average, but also higher than that of the United States and Europe and other countries and regions.",0.2805314949193711,"['也', '等', '和']","['近年来', '的', '而且', '及', '其他', '和']",0.3333333333333333,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,1.026820920216209,3,6
26,"Shanghai police captured more than 3,400 thieves and combated 157 ""robbery fraud"" gangs in 4 months",-0.666545739454024,"['4', '个', '人', '个']","['了', '了', '个', '的']",0.25,0.0,0.0,0.0,0.25,0.0,0.0,0.0,1.0416240834445953,4,4
27,"He also said that if the extremist forces were not hit, these forces will be extended to Russia.",0.3496933363948969,"['他', '还', '如果', '不对', '进行', '这些', '会', '到']","['他', '还', '如果', '极端', '不', '受到', '这些', '将', '扩大', '到']",0.625,0.2857142857142857,0.16666666666666666,0.0,0.5,0.2222222222222222,0.125,0.0,0.5841876763984951,8,10
28,The inflation rate since the beginning of the year (July 2016 compared to December 2015) has been -0.2% and the annual inflation in July 2016 compared to July 2015 was -0.2%.,-1.5868382249198505,"['今年', '至今', '的', '为', '的', '为']","['从', '开始', '与', ')', '为', '的', '为']",0.5,0.4,0.25,0.0,0.42857142857142855,0.3333333333333333,0.2,0.0,0.7241452640182675,6,7
29,"According to the forecast of Ministry of Trade and Economic Development, the country's economic growth will reach 7%, while the country's inflation is basically above this level.",0.580232807979985,"['根据', '和', '的', '的', '将', '达到', '而', '的', '也', '基本', '是', '在', '这', '一']","['根据', '和', '的', '的', '将', '达到', '而', '的', '基本上', '这', '一']",0.7142857142857143,0.6153846153846154,0.5,0.45454545454545453,0.9090909090909091,0.8,0.6666666666666666,0.625,0.3480852932417521,14,11
30,"So when it pushed a lens to some users this week that gave them slanted eyes, distorted teeth and puffy cheeks, some critics called it a racist caricature of Asian people - ""yellowface.""",-0.710788232896507,"['因此', '当', '该', '应用', '为', '一些', '了', '一个', '可以', '和', '的', '一些', '将', '其', '对', '的']","['所以', '当', '这个', '在', '一些', '了', '的', '和', '的', '一些', '的']",0.4375,0.2,0.07142857142857142,0.0,0.6363636363636364,0.3,0.1111111111111111,0.0,0.6891685912590901,16,11
31,I watched the performance of Marissa Jimenez Kachie accompanying her daughter in the Peking opera performance 15 years ago.,-1.12575928174967,"['曾', '过', '的', '着', '看']","['我', '在', '在', '的', '时候', '看', '着', '她', '的']",0.6,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.6990937507019707,5,9
32,"On the current day before the study, the Chinese tourist police also went to the brigade station of Moscow city police to communicate with their Russian counterparts.",-0.111385606775279,"['在', '还', '到', '与', '他们', '的', '进行']","['在', '的', '还', '去', '了', '与', '对应', '进行']",0.7142857142857143,0.0,0.0,0.0,0.625,0.0,0.0,0.0,0.47417232497675166,7,8
33,"Oh, yes, James has just brought the first professional sports championship trophy in Cleveland in the past 52 years.",-0.379555393620472,"['哦', '对', '了', '为', '了', '过去']","['是的', '在', '过去', '了', '的', '个']",0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.8194094550960769,6,6
34,"Quality inspection, treasury, customs and other government departments also take relevant disciplinary measures against the ""blacklist"" parties.",0.9260420153576172,"['等', '也', '对', '采取', '了']","['和', '其他', '也', '采取', '方面', '的']",0.4,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.8287126139491717,5,6
35,"""He refuses to do what every other presidential candidate in decades has done and release his tax returns,"" she told the crowd.",0.0730459704927917,"['她', '对', '来', '他', '像', '其他', '那样', '自己', '的']","['她', '他', '任何', '其他', '来', '的', '并', '他', '的']",0.5555555555555556,0.0,0.0,0.0,0.5555555555555556,0.0,0.0,0.0,0.5249317559101431,9,9
36,"During the training process of Zhang Binbin, it was the input of this farmer girl that impressed Zhang Yajie most.",-1.26408296470072,"['在', '的', '最', '的', '则', '是', '的']","['在', '的', '这个', '的']",0.42857142857142855,0.16666666666666666,0.0,0.0,0.75,0.3333333333333333,0.0,0.0,0.5403543207553512,7,4
37,"Jewish filmmaker slams Berlin hotel for removing Israel dial code after Arab ""request"" - RT News",0.3496933363948969,"['按照', '的', '要求']","['在', '之后', '在']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3182897392447497,3,3
38,"There will not be a more emotive gold at these games, and that is saying something.",-2.41678032262616,"['毫不', '地', '最', '让', '人', '的']","['在', '这些', '不', '会', '有', '一', '种', '更', '容易', '的']",0.16666666666666666,0.0,0.0,0.0,0.1,0.0,0.0,0.0,1.0918340422016841,6,10
39,The current 63-year-old wanderer Han and another tramp Xiao had a dispute after alcohol drinking. Then Han stabbed Xiao to death with a fruit knife.,-2.02486322093151,"['的', '与', '另', '一', '某', '将', '其']","['目前', '的', '和', '另', '一个', '在', '了', '一', '那时', '一', '把', '得', '了']",0.42857142857142855,0.0,0.0,0.0,0.23076923076923078,0.0,0.0,0.0,0.884985274755682,7,13
40,"Dettori sprays champagne after a double at Newmarket takes him to 3,000 wins",-2.001809273773,"['的', '取得', '3', ',', '之后', '他']","['之后', '在', '的', '之后', '他', '的', '人']",0.5,0.2,0.0,0.0,0.42857142857142855,0.16666666666666666,0.0,0.0,0.6841270705645756,6,7
41,"She claimed the money was going towards a headstone for her son, Lee Skeldon, who died in a car crash in 2013.",-0.249709289726331,"['她', '是', '用来', '给', '的', '的']","['她', '他', '的', '在', '的', '一']",0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.6547232205173279,6,6
42,The artistic performance of the opening ceremony of the Games will be relatively large in size.,-0.895219810164578,"['相对', '而言', '更', '大']","['的', '能', '相对', '较', '大']",0.5,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.6913631679894626,4,5
43,"There are 1,325 existing intangible cultural heritage projects in Huangshan. Its number and quantity ranked first in Anhui province.",1.08741964546718,"['个', '和', '均']","['有', '1', ',', '个', '的', '其', '和', '在']",0.6666666666666666,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.9299107292351835,3,8
44,"Although the total value of imports and exports fell year on year, the export data enjoyed growth. This is the fifth consecutive month for export to achieve growth since March this year.",0.761954959165595,"['尽管', '但', '出现', '了', '这', '也', '是', '自', '今年', '以来', '实现', '个']","['虽然', '和', '但', '今年', '以来', '出现', '的', '的', '个']",0.4166666666666667,0.09090909090909091,0.0,0.0,0.5555555555555556,0.125,0.0,0.0,0.6886113597668645,12,9
45,"Wu Yan himself admitted that the network is more ""in his element"".",-1.20330698137282,"['自己', '也', '在', '上', '更']","['自己', '这个', '在', '他', '的']",0.4,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.7694176664010287,5,5
46,It was characteristic of a lot of the home-ec recipes.,0.0269380761757741,"['许多', '的', '特点']","['许多', '的']",0.6666666666666666,0.5,0.0,0.0,1.0,1.0,0.0,0.0,0.4005780931844654,3,2
47,In a meeting with President Putin shown on state television both men claimed that the chief of staff was stepping down at his own request.,-1.46117323036012,"['在', '的', '一', '与', '的', '上', '人', '是', '自己', '要求', '的']","['在', '与', '举行', '的', '一', '上', '人', '都', '的', '主要', '是', '他', '自己', '的', '要求']",1.0,0.2,0.0,0.0,0.7333333333333333,0.14285714285714285,0.0,0.0,0.3254826956435884,11,15
48,Give police powers to set up cordons around polling stations.,-1.8634855908219496,"['在', '周围']","['让', '能够', '在', '上']",0.5,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.9573596040573119,2,4
49,That needs no explanation.,0.8568801738820909,"['这', '任何']",['需要'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4261570125174523,2,1
50,That would have meant too much pressure.,0.418855177870424,"['这', '会', '给', '我', '大', '的']","['这', '大', '的']",0.5,0.2,0.0,0.0,1.0,0.5,0.0,0.0,0.6540101421918246,6,3
51,"""Now, in retrospect, it's really scared! To be honest, when my child does not hold on to the riverbank, my heart is broken soon.""",0.3704659465627821,"['现在', '起来', '很', '当', '在', '上', '快', '坚持', '不', '下去', '了', '向', '我', '我', '的', '都', '了']","['现在', '起来', '很', '当', '我', '的', '不', '在', '我', '的', '就', '了']",0.5882352941176471,0.25,0.13333333333333333,0.07142857142857142,0.8333333333333334,0.36363636363636365,0.2,0.1111111111111111,0.4684896437707171,17,12
52,"The company offered an explanation: The lens was meant as homage to anime characters, not as a caricature of Asian people.",-1.40240664765177,"['该', '的', '是', '该', '是', '对', '而']","['了', '一个', '的', '意思', '是', '对', '的', '而', '不是', '的']",0.5714285714285714,0.16666666666666666,0.0,0.0,0.4,0.1111111111111111,0.0,0.0,0.6975715301149403,7,10
53,"At around 10 a.m. on August 8th, Huang Yilin's father was having a rest in the hotel, while Huang Yilin and his mother went to stroll the Langzhong ancient city.",0.534124913662968,"['左右', '的', '在', '出来', '准备']","['在', '左右', '的', '在', '和', '他', '的', '去']",0.6,0.5,0.3333333333333333,0.0,0.375,0.2857142857142857,0.16666666666666666,0.0,0.6010753013326585,5,8
54,"Zhang Xiaolong showed the animation show of her daughter to the reporter, ""She should keep drawing instead if she did not become shooter.""",-0.104345381014413,"['将', '的', '给', '如果', '没有', '当', '她', '应该', '还', '会', '继续']","['了', '她', '的', '向', '的', '如果', '她', '没有', '成为', '她', '应该', '继续']",0.5454545454545454,0.1,0.0,0.0,0.5,0.09090909090909091,0.0,0.0,0.6113099520701942,11,12
55,Junior doctors set to mount further strikes after rejecting Jeremy Hunt's proposal,0.36081558590057,['后'],['的'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4876562356948853,1,1
56,The company's rate reduction follows a 10 percent decrease for onshore contractors in 2014.,-1.58714816385081,"['此次', '该', '在', '将', '的', '了']","['在', '的', '为']",0.3333333333333333,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.8684432259997807,6,3
57,"According to foreign media reports, Zhang Huizhen, the 27-year-old Korean archery female player won the gold medal in the women's archery individual tournament. This is the second scoring of Olympic gold medal following the team competition. This made she become a double winner.",-0.0659498245115329,"['据', '的', '在', '获得', '后', '再', '成为']","['根据', '的', '的', '了', '个人', '的', '第二', '了', '后', '的']",0.2857142857142857,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.9434729632817098,7,10
58,"In July, China's total import and export value fell by only 0.9% year on year. In particular, China's export value had a year-on-year rise of 2.9%.",0.6095966996105171,"['而', '在', '仅', '0', '特别是', '了', '2']","['今年', '的', '每年', '特别是', '的', '比', '了']",0.2857142857142857,0.0,0.0,0.0,0.2857142857142857,0.0,0.0,0.0,0.8289215799314797,7,7
59,"According to Taiwanese media reports, Lin Quan, the head of Taiwan's Executive Yuan, announced yesterday morning, ""Ill-gotten Party Assets Handling Regulations by political parties and their accompanying organizations"" will take effective since today.",-0.525388146511166,"['据', '宣布', '及其', '取得', '处理', '自', '今天', '起']","['根据', '宣布', '的', '自', '今天', '以来', '就', '有效']",0.375,0.14285714285714285,0.0,0.0,0.375,0.14285714285714285,0.0,0.0,0.7103262589852511,8,8
60,"She is outgoing and can get along well with friends. In addition, she can adapts to the environment quite well.",0.719433942783583,"['她', '能', '与', '很', '好', '地', '对', '的', '适应', '也']","['她', '并', '可以', '与', '一起', '处理', '另外', '她', '可以', '适应']",0.3,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.8662269027636649,10,10
61,"Tough women: Soccer star Hope Solo, left, and Dexter actress Jennifer Carpenter, right, have similar face shapes and eyes",-0.526356655628437,"['和', ')', '相似', '的', '和']","['的', '和', '的', '相似', '的', '和']",0.8,0.5,0.3333333333333333,0.0,0.6666666666666666,0.4,0.25,0.0,0.43527526627967195,5,6
62,"The jail has not yet announced the names of the dead prisoners, but according to the GMA television station, there were two Chinese.",-0.0191698181412435,"['的', '但', '其中', '2']","['还', '没有', '宣布', '的', '但', '根据', '有']",0.5,0.3333333333333333,0.0,0.0,0.2857142857142857,0.16666666666666666,0.0,0.0,0.9127606637533334,4,7
63,The idiot didn't realize they were still on the air.',-0.675964203154204,"['这个', '没有', '到', '是', '在']","['并没有', '到', '他们', '仍', '在']",0.4,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.6950544891283036,5,5
64,"Rebuilding real trust will be hard, perhaps impossible.",1.16981351491541,"['双方', '很', '甚至', '不', '可能', '重新', '真正', '的']","['真正', '的', '将', '很', '不', '可能']",0.625,0.2857142857142857,0.0,0.0,0.8333333333333334,0.4,0.0,0.0,0.4522780302510425,8,6
65,"However, when the task is heavy and pressing, Amy feels very painful and tortured.",-0.312602725688518,"['但是', '当', '任务', '的', '时候', '就', '到', '非常', '和']","['然而', '当', '任务', '而', '非常', '和']",0.4444444444444444,0.25,0.0,0.0,0.6666666666666666,0.4,0.0,0.0,0.6768442810045263,9,6
66,Crazy for Kate's cyclist lookalike and other celeb doppelgangers of Rio Olympians,-1.17614616681702,"['上', '的', '及', '其他', '的', '受到']","['对于', '的', '和', '的', '的']",0.3333333333333333,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.8057678066871337,6,5
67,"The documentary ""The State of the Toucan"" shows people how a small Toucan has changed a country and how people get involved in the fight against torture of animals.",-1.0466146506477398,"['之', '向', '人们', '一', '只', '的', '是', '如何', '让', '一个', '为', '之', '如何', '让', '都', '到', '当中', '来']","['的', '表明', '了', '人们', '如何', '一个', '以及', '人们', '如何', '的']",0.2777777777777778,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.8793379895506555,18,10
68,"Currently, a voter merely has to state their name and address.",1.61597762616514,"['目前', '只', '自己', '的', '和']","['目前', '一个', '只', '需要', '说明', '他们', '的', '和']",0.8,0.25,0.0,0.0,0.5,0.14285714285714285,0.0,0.0,0.6058968818403304,5,8
69,"On January 1, 2016, the current pollutant discharging unit which obtained environmental impact assessment shall be exempt from expenditure of compensated use.",-1.1185766040751202,"['已', '取得', '的', '不']","['获得', '的', '当前', '使用']",0.25,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.9151074401982129,4,4
70,"According to the work plan of the Standing Committee of the Provincial People's Congress this year, the Standing Committee plans to listen to the deliberation of special work report, and carry out the implementation of banking supervision and management law and special inquiry of serving local economic development.",-0.514096195285168,"['今年', '并', '开展']","['根据', '人民', '今年', '的', '的', '并', '和', '及', '对', '的']",0.6666666666666666,0.0,0.0,0.0,0.2,0.0,0.0,0.0,1.0187648975460715,3,10
71,"According to foreign media reports, on the 10th day of the month of the local time, the British Prime Minister's Downing Street announced that British Prime Minister Teresa Mei will go to Switzerland to spend the summer vacation, but did not disclose the specific place.",-0.341387507059468,"['据', '当地', '宣布', '到', '但', '没有', '具体', '的']","['根据', '的', '在', '当地', '宣布', '将', '去', '去', '但', '没有', '具体', '的']",0.75,0.5714285714285714,0.3333333333333333,0.2,0.5,0.36363636363636365,0.2,0.1111111111111111,0.5437789228329525,8,12
72,Scot Callum Skinner storms home as Brits grab cycling gold,-1.7503770956046798,['后'],"['的', '作为']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.434434590034783,1,2
73,"Over the last two months we have been talking with the Junior Doctors Committee and have, along with the Department of Health and others, responded positively to their concerns regarding the Guardian Role and Whistleblowing.",-0.054572067287359,"['过去', '个', '我们', '不断', '与', '进行', '并', '和', '及', '其他', '一起', '积极', '他们', '对', '和', '的']","['在', '过去', '的', '个', '我们', '一直', '与', '并', '与', '和', '其他', '对', '他们', '关于', '和', '的', '了', '积极', '反应']",0.75,0.13333333333333333,0.0,0.0,0.631578947368421,0.1111111111111111,0.0,0.0,0.4389822226029291,16,19
74,"Zhang Huizhen talked about his gold winning after the women's individual awards ceremony of archery. ""I tried to shoot one by one until the last. Maybe it is because this brings me good results and makes me contented.""",-0.157526062943178,"['在', '了', '自己', '的', '最后', '都', '是', '尽可能', '地', '地', '可能', '是', '这', '了', '好', '结果']","['先生', '在', '的', '个人', '之后', '了', '他', '的', '我', '着', '在', '一个', '直到', '最后', '的', '时候', '是', '因为', '这', '给', '我', '了', '好的', '使', '我']",0.4375,0.0,0.0,0.0,0.28,0.0,0.0,0.0,0.7871278338663202,16,25
75,The Ulster Bank brand is already used for customers in the Republic of Ireland and Northern Ireland.,-1.5488072430126598,"['已', '与', '的']","['在', '和', '的', '已经', '被', '用来']",0.3333333333333333,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,1.0618744198186418,3,6
76,They argued the makeshift shops and restaurants often provided shelter and free meals to those in need.,0.0753614262539719,"['他们', '这些', '的', '和', '经常', '为', '有', '需要', '之', '人', '及']","['他们', '认为', '的', '和', '经常', '向', '那些', '需要', '的', '人', '和']",0.5454545454545454,0.2,0.1111111111111111,0.0,0.5454545454545454,0.2,0.1111111111111111,0.0,0.5616469832633525,11,11
77,"Just in the beginning of the next half, Fernando won any score on the right side by breaking off. It is a pity that he lobbed in small angle.",-0.982283156676668,"['就', '以', '小', '打']","['就', '在', '下', '开始', '在', '的', '时候', '了', '任何', '的', '是', '他', '的']",0.25,0.0,0.0,0.0,0.07692307692307693,0.0,0.0,0.0,1.1704976824896507,4,13
78,"In recent years, with the country providing policy support in the medical information, electronic and integrated supply chain management system gradually enter the hospitals at all levels.",-0.574306041452682,"['近年来', '随着', '在', '方面', '的', '的', '逐步', '进入', '各级']","['近年来', '在', '和', '的', '逐渐', '进入', '各级']",0.5555555555555556,0.125,0.0,0.0,0.7142857142857143,0.16666666666666666,0.0,0.0,0.4271576714602128,9,7
79,"Eight years ago, under Ryan, they lost every game at the Adelaide Sevens.",-0.281955680984688,"['八', '在', '的', '下', '他们', '在', '七', '人', '上']","['八', '在', '他们', '在', '的', '每', '一', '都', '失去', '了']",0.5555555555555556,0.375,0.0,0.0,0.5,0.3333333333333333,0.0,0.0,0.6241408033057688,9,10
80,"This requires that the detector's sun wing area to be larger, and need to constantly adjust, and strive to align with the sun direction.",0.391269642119776,"['要求', '的', '更', '大', '而且', '不断']","['这', '要求', '的', '更', '大', '需要', '不断', '并', '与', '保持', '一致']",0.8333333333333334,0.6,0.5,0.3333333333333333,0.45454545454545453,0.3,0.2222222222222222,0.125,0.6592595792776088,6,11
81,"In terms of event security, the current conference recruited 580 volunteers, during which the volunteers will provide services in the various venues for athletes and visitors.",0.6263407022970029,"['在', '方面', '目前', '了', '在', '这些', '将', '在', '各个', '为', '和']","['就', '安全', '而言', '了', '在', '此', '将', '为', '各种', '和']",0.45454545454545453,0.1,0.0,0.0,0.5,0.1111111111111111,0.0,0.0,0.6492969458820792,11,10
82,"I'm now saying we no longer have global aspirations, we have local aspirations.",0.30358544207788,"['目前', '我', '要', '的', '是', '我们', '不', '再', '我们', '已', '将']","['我', '现在', '我们', '不', '再', '的', '我们', '有着', '当地', '的']",0.5454545454545454,0.2,0.1111111111111111,0.0,0.6,0.2222222222222222,0.125,0.0,0.5549987876072195,11,10
